state,district,forecast_month,forecast,pi_low,pi_high,last_month,last_value
Gujarat,Panch Mahals,2026-01-01,3.533203125,0.0,102.67152307674874,2025-12-01,3
Gujarat,Panchmahals,2026-01-01,193.96240234375,102.47463216374462,285.4501725237554,2025-12-01,205
Gujarat,Patan,2026-01-01,166.12060546875,0.0,445.9145903305746,2025-12-01,202
Gujarat,Porbandar,2026-01-01,44.646484375,0.0,117.1267663981821,2025-12-01,55
Gujarat,Rajkot,2026-01-01,281.17529296875,0.0,730.977356762522,2025-12-01,301
Gujarat,Sabar Kantha,2026-01-01,8.224609375,0.0,178.78211542588505,2025-12-01,5
Gujarat,Sabarkantha,2026-01-01,146.42431640625,75.8979662613605,216.9506665511395,2025-12-01,152
Gujarat,Surat,2026-01-01,525.921875,0.0,1101.0800086667725,2025-12-01,531
Gujarat,Surendra Nagar,2026-01-01,208.38671875,117.9027256271658,298.8707118728342,2025-12-01,223
Gujarat,Surendranagar,2026-01-01,5.982421875,0.0,144.78214025343848,2025-12-01,2
Gujarat,Tapi,2026-01-01,101.32421875,51.698196608862936,150.95024089113707,2025-12-01,90
Gujarat,The Dangs,2026-01-01,37.3310546875,11.310925615614323,63.35118375938568,2025-12-01,36
Gujarat,Vadodara,2026-01-01,298.76953125,136.12872703416204,461.410335465838,2025-12-01,297
Gujarat,Valsad,2026-01-01,202.35302734375,68.05734296415949,336.6487117233405,2025-12-01,212
Haryana,Ambala,2026-01-01,80.2177734375,52.682290921420474,107.75325595357953,2025-12-01,76
Haryana,Bhiwani,2026-01-01,82.396484375,44.211609639859084,120.58135911014091,2025-12-01,70
Haryana,Charkhi Dadri,2026-01-01,23.93896484375,7.007571809078968,40.87035787842103,2025-12-01,20
Haryana,Faridabad,2026-01-01,219.560546875,0.0,711.2075485341225,2025-12-01,195
Haryana,Fatehabad,2026-01-01,63.083984375,31.761137498911214,94.40683125108879,2025-12-01,62
Haryana,Gurgaon,2026-01-01,146.0673828125,24.67560060720976,267.45916501779027,2025-12-01,136
Haryana,Gurugram,2025-10-01,1318.0,0.0,4832.716682294606,2025-09-01,50
Haryana,Hisar,2026-01-01,131.5908203125,76.72204874016809,186.45959188483192,2025-12-01,117
Haryana,Jhajjar,2026-01-01,73.521484375,45.46528414007726,101.57768460992274,2025-12-01,67
Haryana,Jhajjar *,2025-05-01,1.0,1.0,1.0,2025-04-01,1
Haryana,Jind,2026-01-01,100.7685546875,44.74608153246366,156.79102784253632,2025-12-01,82
Haryana,Kaithal,2026-01-01,92.005859375,46.080117559761916,137.9316011902381,2025-12-01,99
Haryana,Karnal,2026-01-01,115.55078125,57.06819981314118,174.03336268685882,2025-12-01,114
Haryana,Kurukshetra,2026-01-01,56.22412109375,22.797685278497433,89.65055690900257,2025-12-01,45
Haryana,Mahendragarh,2026-01-01,70.77392578125,40.48115294745304,101.06669861504696,2025-12-01,69
Haryana,Mewat,2026-01-01,112.17236328125,0.0,224.84379724806544,2025-12-01,82
Haryana,Nuh,2025-02-01,1506.0,1506.0,1506.0,2025-01-01,1506
Haryana,Palwal,2026-01-01,107.310546875,56.882951668344255,157.73814208165575,2025-12-01,98
Haryana,Panchkula,2026-01-01,35.31640625,22.642208390300283,47.99060410969972,2025-12-01,36
Haryana,Panipat,2026-01-01,97.32275390625,0.0,233.0030125376287,2025-12-01,79
Haryana,Rewari,2026-01-01,64.3662109375,25.164124472811594,103.5682974021884,2025-12-01,56
Haryana,Rohtak,2026-01-01,84.064453125,48.1449076877568,119.9839985622432,2025-12-01,85
Haryana,Sirsa,2026-01-01,77.44189453125,19.508086487373824,135.37570257512618,2025-12-01,60
Haryana,Sonipat,2026-01-01,120.8369140625,73.69325863684195,167.98056948815804,2025-12-01,128
Haryana,Yamuna Nagar,2026-01-01,91.3505859375,51.48070256674009,131.2204693082599,2025-12-01,85
Haryana,Yamunanagar,2025-12-01,1.65625,0.0,3.890474379737817,2025-11-01,1
Himachal Pradesh,Bilaspur,2026-01-01,25.775390625,7.502293986033436,44.048487263966564,2025-12-01,19
Himachal Pradesh,Chamba,2026-01-01,41.7236328125,12.295621909997088,71.1516437150029,2025-12-01,34
Himachal Pradesh,Hamirpur,2026-01-01,32.22607421875,18.068145202559155,46.38400323494085,2025-12-01,32
Himachal Pradesh,Kangra,2026-01-01,102.8271484375,38.22015970582629,167.4341371691737,2025-12-01,81
Himachal Pradesh,Kinnaur,2026-01-01,4.3759765625,0.2670291678749477,8.484923957125051,2025-12-01,3
Himachal Pradesh,Kullu,2026-01-01,29.9892578125,14.946255283824138,45.03226034117586,2025-12-01,26
Himachal Pradesh,Lahul & Spiti,2026-01-01,1.90625,0.2236195806252852,3.588880419374715,2025-12-01,2
Himachal Pradesh,Lahul and Spiti,2025-12-01,1.625,0.0,3.6831300056688847,2025-11-01,1
Himachal Pradesh,Mandi,2026-01-01,65.8427734375,25.455811182853118,106.22973569214687,2025-12-01,54
Himachal Pradesh,Shimla,2026-01-01,41.2509765625,24.84646261646863,57.65549050853137,2025-12-01,40
Himachal Pradesh,Sirmaur,2026-01-01,51.89697265625,30.148954900629615,73.64499041187038,2025-12-01,48
Himachal Pradesh,Solan,2026-01-01,33.92431640625,19.60406315581219,48.24456965668781,2025-12-01,35
Himachal Pradesh,Una,2026-01-01,32.41259765625,14.082795761614705,50.742399550885295,2025-12-01,28
Jammu & Kashmir,Anantnag,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Jammu & Kashmir,Baramula,2026-01-01,1.953125,0.8769704023939136,3.0292795976060862,2025-12-01,2
Jammu & Kashmir,Doda,2025-08-01,1.0,1.0,1.0,2025-07-01,1
Jammu & Kashmir,Jammu,2026-01-01,2.1025390625,0.0,4.517336590109534,2025-12-01,2
Jammu & Kashmir,Kargil,2025-02-01,1.0,1.0,1.0,2025-01-01,1
Jammu & Kashmir,Rajauri,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Jammu & Kashmir,Srinagar,2025-07-01,1.0,1.0,1.0,2025-06-01,1
Jammu And Kashmir,Doda,2025-02-01,538.0,538.0,538.0,2025-01-01,538
Jammu And Kashmir,Shopian,2025-02-01,412.0,412.0,412.0,2025-01-01,412
Jammu and Kashmir,Anantnag,2026-01-01,66.89404296875,0.0,165.4579327818435,2025-12-01,28
Jammu and Kashmir,Badgam,2026-01-01,33.7490234375,0.0,86.12264179309585,2025-12-01,14
Jammu and Kashmir,Bandipore,2026-01-01,26.35498046875,0.0,85.81420221218755,2025-12-01,6
Jammu and Kashmir,Baramula,2026-01-01,65.70556640625,5.0802302062018825,126.33090260629811,2025-12-01,43
Jammu and Kashmir,Budgam,2026-01-01,15.796875,0.0,33.62295542012826,2025-12-01,9
Jammu and Kashmir,Doda,2026-01-01,42.916015625,0.0,90.25062861272767,2025-12-01,32
Jammu and Kashmir,Ganderbal,2026-01-01,20.24951171875,1.716588937800303,38.7824344996997,2025-12-01,14
Jammu and Kashmir,Jammu,2026-01-01,101.2216796875,33.67458351822866,168.76877585677136,2025-12-01,82
Jammu and Kashmir,Kargil,2026-01-01,7.53662109375,0.0,17.489877329845477,2025-12-01,6
Jammu and Kashmir,Kathua,2026-01-01,53.201171875,0.0,108.21881280511873,2025-12-01,38
Jammu and Kashmir,Kishtwar,2026-01-01,19.234375,1.5286595138860406,36.94009048611396,2025-12-01,13
Jammu and Kashmir,Kulgam,2026-01-01,19.20751953125,0.0,54.1260194008662,2025-12-01,6
Jammu and Kashmir,Kupwara,2026-01-01,54.75537109375,0.0,114.6805242658765,2025-12-01,32
Jammu and Kashmir,Leh,2026-01-01,7.638671875,0.0,16.59051063893378,2025-12-01,5
Jammu and Kashmir,Pulwama,2026-01-01,28.62548828125,0.0,89.05912992668598,2025-12-01,6
Jammu and Kashmir,Punch,2026-01-01,54.3154296875,27.83702430529604,80.79383506970396,2025-12-01,51
Jammu and Kashmir,Rajouri,2026-01-01,45.29541015625,0.0,120.7804148497645,2025-12-01,18
Jammu and Kashmir,Ramban,2026-01-01,34.37451171875,12.299783723245287,56.449239714254716,2025-12-01,31
Jammu and Kashmir,Reasi,2026-01-01,30.755859375,0.0,63.619296497443884,2025-12-01,18
Jammu and Kashmir,Samba,2026-01-01,11.63232421875,0.0,31.39763657644882,2025-12-01,4
Jammu and Kashmir,Shupiyan,2026-01-01,11.03564453125,0.0,28.834626702266924,2025-12-01,5
Jammu and Kashmir,Srinagar,2026-01-01,55.4580078125,0.0,144.1540943533986,2025-12-01,23
Jammu and Kashmir,Udhampur,2026-01-01,45.3388671875,0.0,95.99571968680621,2025-12-01,25
Jharkhand,Bokaro,2026-01-01,183.42041015625,102.38635489164677,264.45446542085324,2025-12-01,158
Jharkhand,Chatra,2026-01-01,146.18212890625,53.953084958634435,238.41117285386557,2025-12-01,126
Jharkhand,Deoghar,2026-01-01,233.3681640625,87.8554477344563,378.88088039054367,2025-12-01,207
Jharkhand,Dhanbad,2026-01-01,294.943359375,191.28432994967454,398.60238880032546,2025-12-01,298
Jharkhand,Dumka,2026-01-01,163.76513671875,70.8557393069043,256.6745341305957,2025-12-01,136
Jharkhand,East Singhbhum,2026-01-01,187.78955078125,77.66381381042439,297.91528775207564,2025-12-01,148
Jharkhand,East Singhbum,2025-02-01,1447.0,1447.0,1447.0,2025-01-01,1447
Jharkhand,Garhwa,2026-01-01,206.7626953125,105.16645312649626,308.35893749850374,2025-12-01,174
Jharkhand,Garhwa *,2026-01-01,8.2890625,0.0,21.71946659617565,2025-12-01,3
Jharkhand,Giridih,2026-01-01,399.37353515625,258.2374167446708,540.5096535678292,2025-12-01,363
Jharkhand,Godda,2026-01-01,168.35400390625,76.62788455163482,260.0801232608652,2025-12-01,141
Jharkhand,Gumla,2026-01-01,171.0693359375,89.21308101025448,252.92559086474552,2025-12-01,158
Jharkhand,Hazaribag,2026-01-01,26.013671875,13.346730117433442,38.68061363256656,2025-12-01,29
Jharkhand,Hazaribagh,2026-01-01,179.96826171875,133.3543017929642,226.5822216445358,2025-12-01,168
Jharkhand,Jamtara,2026-01-01,114.02880859375,74.79616000337883,153.26145718412118,2025-12-01,107
Jharkhand,Khunti,2026-01-01,64.94775390625,28.55073614767963,101.34477166482037,2025-12-01,59
Jharkhand,Kodarma,2026-01-01,5.4990234375,0.0,16.052259017816613,2025-12-01,2
Jharkhand,Koderma,2026-01-01,104.42138671875,58.97097129873072,149.87180213876928,2025-12-01,91
Jharkhand,Latehar,2026-01-01,102.02734375,63.995732488256195,140.05895501174382,2025-12-01,92
Jharkhand,Lohardaga,2026-01-01,55.95166015625,12.03001658500709,99.87330372749291,2025-12-01,47
Jharkhand,Pakaur,2026-01-01,9.3642578125,0.0,24.968254393902384,2025-12-01,5
Jharkhand,Pakur,2026-01-01,108.33740234375,0.0,334.61890733381,2025-12-01,103
Jharkhand,Palamau,2026-01-01,9.0234375,0.0,19.2727356608285,2025-12-01,8
Jharkhand,Palamu,2026-01-01,275.2294921875,168.3426906936289,382.1162936813711,2025-12-01,250
Jharkhand,Pashchimi Singhbhum,2026-01-01,23.384765625,10.489623739751314,36.279907510248684,2025-12-01,22
Jharkhand,Purbi Singhbhum,2026-01-01,28.16357421875,21.66871864218151,34.65842979531849,2025-12-01,30
Jharkhand,Ramgarh,2026-01-01,93.38134765625,44.38507914163212,142.3776161708679,2025-12-01,77
Jharkhand,Ranchi,2026-01-01,332.326171875,50.8379400053027,613.8144037446973,2025-12-01,258
Jharkhand,Sahebganj,2026-01-01,206.76220703125,79.12885459411972,334.39555946838027,2025-12-01,173
Jharkhand,Sahibganj,2026-01-01,10.5400390625,0.0,21.105897693458417,2025-12-01,7
Jharkhand,Seraikela-Kharsawan,2026-01-01,105.9375,67.67636522617698,144.19863477382302,2025-12-01,101
Jharkhand,Seraikela-kharsawan,2026-01-01,24.61181640625,9.208347322705984,40.01528548979402,2025-12-01,20
Jharkhand,Simdega,2026-01-01,74.05615234375,39.79812435096694,108.31418033653307,2025-12-01,64
Jharkhand,West Singhbhum,2026-01-01,161.611328125,78.44729468865117,244.77536156134883,2025-12-01,147
Karnataka,Bagalkot,2026-01-01,192.9833984375,89.63100153615629,296.3357953388437,2025-12-01,157
Karnataka,Bagalkot *,2026-01-01,5.384765625,2.212390434495063,8.557140815504937,2025-12-01,5
Karnataka,Ballari,2026-01-01,81.5078125,34.10031055800863,128.91531444199137,2025-12-01,67
Karnataka,Bangalore,2026-01-01,177.7783203125,83.89744244035117,271.65919818464886,2025-12-01,147
Karnataka,Bangalore Rural,2026-01-01,67.84716796875,41.30344199115811,94.39089394634189,2025-12-01,64
Karnataka,Belagavi,2026-01-01,243.99365234375,105.63079161358488,382.35651307391515,2025-12-01,204
Karnataka,Belgaum,2026-01-01,211.8837890625,117.85699274867879,305.9105853763212,2025-12-01,184
Karnataka,Bellary,2026-01-01,123.00390625,74.9558822679189,171.0519302320811,2025-12-01,111
Karnataka,Bengaluru,2026-01-01,502.96630859375,0.0,1209.4730095472885,2025-12-01,474
Karnataka,Bengaluru Rural,2025-02-01,2788.0,2788.0,2788.0,2025-01-01,2788
Karnataka,Bengaluru South,2026-01-01,3.953125,0.0,9.927004916818543,2025-12-01,2
Karnataka,Bengaluru Urban,2025-10-01,11295.0,0.0,41915.72175812974,2025-09-01,248
Karnataka,Bidar,2026-01-01,149.5419921875,88.76802341436283,210.31596096063717,2025-12-01,133
Karnataka,Bijapur,2026-01-01,125.0654296875,58.47513767968438,191.6557216953156,2025-12-01,111
Karnataka,Chamarajanagar,2026-01-01,4.69384765625,0.0,13.227686536255494,2025-12-01,2
Karnataka,Chamarajanagar *,2026-01-01,1.5,0.11407070887436688,2.885929291125633,2025-12-01,2
Karnataka,Chamrajanagar,2026-01-01,58.80712890625,27.467611616502115,90.14664619599789,2025-12-01,53
Karnataka,Chamrajnagar,2026-01-01,9.16845703125,0.0,21.495340446636547,2025-12-01,5
Karnataka,Chickmagalur,2026-01-01,32.0703125,22.783226492491504,41.35739850750849,2025-12-01,31
Karnataka,Chikkaballapur,2026-01-01,90.5576171875,39.99287404124457,141.12236033375544,2025-12-01,76
Karnataka,Chikkamagaluru,2026-01-01,33.638671875,13.303158265761606,53.97418548423839,2025-12-01,28
Karnataka,Chikmagalur,2026-01-01,4.46484375,0.5419232729253762,8.387764227074623,2025-12-01,5
Karnataka,Chitradurga,2026-01-01,85.02490234375,21.48861623939282,148.56118844810717,2025-12-01,63
Karnataka,Dakshina Kannada,2026-01-01,150.71826171875,52.13495593754844,249.30156749995155,2025-12-01,118
Karnataka,Davanagere,2026-01-01,11.57958984375,0.43970190910689055,22.71947777839311,2025-12-01,8
Karnataka,Davangere,2026-01-01,119.55419921875,69.1985351117569,169.90986332574312,2025-12-01,108
Karnataka,Dharwad,2026-01-01,143.1474609375,64.92810559717346,221.36681627782656,2025-12-01,120
Karnataka,Gadag,2026-01-01,222.05810546875,146.3613462167723,297.7548647207277,2025-12-01,235
Karnataka,Gadag *,2026-01-01,6.28125,0.0,14.514197231104392,2025-12-01,4
Karnataka,Gulbarga,2026-01-01,119.162109375,70.46233931554505,167.86187943445495,2025-12-01,105
Karnataka,Hasan,2026-01-01,26.26123046875,13.752810531822488,38.76965040567751,2025-12-01,22
Karnataka,Hassan,2026-01-01,66.9853515625,36.27263058530981,97.69807253969019,2025-12-01,57
Karnataka,Haveri,2026-01-01,123.57470703125,85.88718745540433,161.26222660709567,2025-12-01,118
Karnataka,Haveri *,2026-01-01,1.78271484375,0.0,5.266828830205821,2025-12-01,1
Karnataka,Kalaburagi,2026-01-01,114.03662109375,67.15334362897593,160.91989855852407,2025-12-01,107
Karnataka,Kodagu,2026-01-01,29.25048828125,0.0,63.46397012707554,2025-12-01,17
Karnataka,Kolar,2026-01-01,100.64794921875,65.7193637274045,135.5765347100955,2025-12-01,90
Karnataka,Koppal,2026-01-01,128.71240234375,39.45770715260714,217.96709753489284,2025-12-01,95
Karnataka,Mandya,2026-01-01,78.921875,10.907109898063268,146.93664010193675,2025-12-01,56
Karnataka,Mysore,2026-01-01,67.064453125,33.312857980283724,100.81604826971628,2025-12-01,56
Karnataka,Mysuru,2026-01-01,85.73095703125,19.048161903775366,152.41375215872463,2025-12-01,80
Karnataka,Raichur,2026-01-01,236.2216796875,157.0335324257423,315.4098269492577,2025-12-01,218
Karnataka,Ramanagar,2026-01-01,109.68017578125,23.241340081436704,196.1190114810633,2025-12-01,87
Karnataka,Ramanagara,2025-02-01,204.0,204.0,204.0,2025-01-01,204
Karnataka,Shimoga,2026-01-01,58.04541015625,21.328159386115516,94.76266092638448,2025-12-01,45
Karnataka,Shivamogga,2026-01-01,60.04638671875,26.605877065642062,93.48689637185794,2025-12-01,50
Karnataka,Tumakuru,2026-01-01,83.84228515625,43.410179506058746,124.27439080644126,2025-12-01,74
Karnataka,Tumkur,2026-01-01,75.556640625,40.83803838777254,110.27524286222746,2025-12-01,65
Karnataka,Udupi,2026-01-01,101.29638671875,39.31692294683812,163.27585049066187,2025-12-01,87
Karnataka,Udupi *,2025-03-01,1.0,1.0,1.0,2025-02-01,1
Karnataka,Uttara Kannada,2026-01-01,87.4287109375,53.08713159568193,121.77029027931806,2025-12-01,78
Karnataka,Vijayanagara,2026-01-01,64.2685546875,37.398697875934644,91.13841149906536,2025-12-01,57
Karnataka,Vijayapura,2026-01-01,172.11865234375,91.22984582833118,253.00745885916882,2025-12-01,151
Karnataka,Yadgir,2026-01-01,154.28271484375,102.87474480676525,205.69068488073475,2025-12-01,147
Karnataka,yadgir,2026-01-01,21.67626953125,10.816041285595944,32.536497776904056,2025-12-01,19
Kerala,Alappuzha,2026-01-01,98.1865234375,46.06926109954568,150.30378577545432,2025-12-01,82
Kerala,Ernakulam,2026-01-01,155.83251953125,99.62859817212689,212.03644089037311,2025-12-01,148
Kerala,Idukki,2026-01-01,45.10107421875,21.25978458368489,68.94236385381511,2025-12-01,38
Kerala,Kannur,2026-01-01,163.44091796875,93.53941218818333,233.34242374931665,2025-12-01,144
Kerala,Kasaragod,2026-01-01,92.2041015625,48.75998845993992,135.6482146650601,2025-12-01,82
Kerala,Kasargod,2026-01-01,7.7998046875,4.231267644282859,11.368341730717141,2025-12-01,8
Kerala,Kollam,2026-01-01,155.59912109375,107.02425806648996,204.17398412101005,2025-12-01,152
Kerala,Kottayam,2026-01-01,79.76513671875,50.15865947547792,109.37161396202208,2025-12-01,74
Kerala,Kozhikode,2026-01-01,181.0087890625,114.745356596354,247.272221528646,2025-12-01,165
Kerala,Malappuram,2026-01-01,369.65673828125,204.8975969283898,534.4158796341102,2025-12-01,328
Kerala,Palakkad,2026-01-01,163.72265625,99.2393463687208,228.20596613127918,2025-12-01,145
Kerala,Pathanamthitta,2026-01-01,53.1064453125,37.583211731187646,68.62967889381235,2025-12-01,54
Kerala,Thiruvananthapuram,2026-01-01,161.14599609375,81.88894790637097,240.40304428112904,2025-12-01,137
Kerala,Thrissur,2026-01-01,172.849609375,117.66798379822296,228.03123495177704,2025-12-01,164
Kerala,Wayanad,2026-01-01,46.53662109375,29.60490543769675,63.46833674980325,2025-12-01,43
Ladakh,Kargil,2026-01-01,13.2177734375,0.0,30.30560942056893,2025-12-01,14
Ladakh,Leh,2026-01-01,2.31640625,0.0,6.8754177108630214,2025-12-01,1
Lakshadweep,Lakshadweep,2026-01-01,5.7939453125,0.10930323191790414,11.478587393082096,2025-12-01,4
Madhya Pradesh,Agar Malwa,2026-01-01,73.228515625,31.667314662242838,114.78971658775717,2025-12-01,64
Madhya Pradesh,Alirajpur,2026-01-01,110.3818359375,0.0,264.90931722316475,2025-12-01,110
Madhya Pradesh,Anuppur,2026-01-01,81.4306640625,30.91327041877146,131.94805770622855,2025-12-01,64
Madhya Pradesh,Ashok Nagar,2026-01-01,186.666015625,83.46144060040034,289.87059064959965,2025-12-01,175
Madhya Pradesh,Ashoknagar,2025-02-01,3011.0,3011.0,3011.0,2025-01-01,3011
Madhya Pradesh,Balaghat,2026-01-01,195.40625,105.56376300331685,285.24873699668314,2025-12-01,168
Madhya Pradesh,Barwani,2026-01-01,258.02734375,0.0,979.4675634883706,2025-12-01,229
Madhya Pradesh,Betul,2026-01-01,194.701171875,67.13198726649173,322.2703564835083,2025-12-01,156
Madhya Pradesh,Bhind,2026-01-01,201.65771484375,0.0,591.6497495251361,2025-12-01,152
Madhya Pradesh,Bhopal,2026-01-01,331.66259765625,144.4107026450328,518.9144926674671,2025-12-01,287
Madhya Pradesh,Burhanpur,2026-01-01,103.38720703125,0.0,448.7803182563629,2025-12-01,96
Madhya Pradesh,Chhatarpur,2026-01-01,343.99853515625,10.15895796950565,677.8381123429944,2025-12-01,301
Madhya Pradesh,Chhindwara,2026-01-01,244.55224609375,112.83433955107972,376.2701526364203,2025-12-01,201
Madhya Pradesh,Damoh,2026-01-01,196.6689453125,131.30442061454832,262.03347001045165,2025-12-01,204
Madhya Pradesh,Datia,2026-01-01,202.30322265625,117.39028674513277,287.21615856736724,2025-12-01,207
Madhya Pradesh,Dewas,2026-01-01,226.4853515625,53.27793133986651,399.69277178513346,2025-12-01,183
Madhya Pradesh,Dhar,2026-01-01,268.96142578125,70.73990296184854,467.18294860065146,2025-12-01,241
Madhya Pradesh,Dindori,2026-01-01,57.97509765625,28.739794987119048,87.21040032538096,2025-12-01,56
Madhya Pradesh,East Nimar,2026-01-01,95.033203125,36.36374272571396,153.70266352428604,2025-12-01,77
Madhya Pradesh,Guna,2026-01-01,281.1162109375,150.12935404060258,412.1030678343974,2025-12-01,267
Madhya Pradesh,Gwalior,2026-01-01,373.10791015625,0.0,810.847950214697,2025-12-01,387
Madhya Pradesh,Harda,2026-01-01,80.13427734375,32.25531645894038,128.01323822855963,2025-12-01,94
Madhya Pradesh,Harda *,2026-01-01,20.61279296875,11.140907858075769,30.08467807942423,2025-12-01,21
Madhya Pradesh,Hoshangabad,2026-01-01,233.89404296875,129.0556776130211,338.7324083244789,2025-12-01,269
Madhya Pradesh,Indore,2026-01-01,398.6259765625,0.0,814.5256569986742,2025-12-01,347
Madhya Pradesh,Jabalpur,2026-01-01,356.826171875,259.091884418656,454.560459331344,2025-12-01,362
Madhya Pradesh,Jhabua,2026-01-01,261.7734375,0.0,570.656845722029,2025-12-01,216
Madhya Pradesh,Katni,2026-01-01,329.78125,161.04659537647774,498.51590462352226,2025-12-01,363
Madhya Pradesh,Khandwa,2026-01-01,101.4990234375,26.84184710418127,176.15619977081872,2025-12-01,100
Madhya Pradesh,Khargone,2026-01-01,237.0234375,0.0,610.745373294839,2025-12-01,194
Madhya Pradesh,Maihar,2026-01-01,10.64794921875,2.3345431196007453,18.961355317899255,2025-12-01,8
Madhya Pradesh,Mandla,2026-01-01,112.9130859375,54.94253781288331,170.8836340621167,2025-12-01,94
Madhya Pradesh,Mandsaur,2026-01-01,238.23681640625,123.54102830179049,352.9326045107095,2025-12-01,202
Madhya Pradesh,Mauganj,2026-01-01,12.1220703125,0.0,27.86833957821593,2025-12-01,18
Madhya Pradesh,Morena,2026-01-01,352.23291015625,0.0,941.0997035436224,2025-12-01,318
Madhya Pradesh,Narmadapuram,2026-01-01,27.9736328125,11.72252350710636,44.22474211789364,2025-12-01,34
Madhya Pradesh,Narsimhapur,2026-01-01,36.919921875,15.12269301280698,58.71715073719302,2025-12-01,31
Madhya Pradesh,Narsinghpur,2026-01-01,154.32666015625,74.77134484411732,233.88197546838268,2025-12-01,162
Madhya Pradesh,Neemuch,2026-01-01,166.99853515625,65.31874035821379,268.6783299542862,2025-12-01,139
Madhya Pradesh,Niwari,2026-01-01,4.7880859375,0.0,13.773388392541163,2025-12-01,2
Madhya Pradesh,Pandhurna,2026-01-01,1.6875,0.0,3.5553748492145183,2025-12-01,1
Madhya Pradesh,Panna,2026-01-01,280.72216796875,160.5138722768355,400.9304636606645,2025-12-01,302
Madhya Pradesh,Raisen,2026-01-01,240.998046875,135.68309876309633,346.3129949869037,2025-12-01,273
Madhya Pradesh,Rajgarh,2026-01-01,267.95703125,122.74379560035496,413.17026689964507,2025-12-01,320
Madhya Pradesh,Ratlam,2026-01-01,279.505859375,157.34892025025053,401.66279849974944,2025-12-01,250
Madhya Pradesh,Rewa,2026-01-01,288.26953125,160.22154697909522,416.31751552090475,2025-12-01,258
Madhya Pradesh,Sagar,2026-01-01,336.79541015625,194.81383121365064,478.77698909884936,2025-12-01,319
Madhya Pradesh,Satna,2026-01-01,371.42041015625,233.26361864464056,509.5772016678594,2025-12-01,334
Madhya Pradesh,Sehore,2026-01-01,122.98681640625,29.090275871927744,216.88335694057224,2025-12-01,124
Madhya Pradesh,Seoni,2026-01-01,200.62890625,111.37348027415655,289.8843322258434,2025-12-01,176
Madhya Pradesh,Shahdol,2026-01-01,145.2607421875,105.29497993785313,185.22650443714687,2025-12-01,144
Madhya Pradesh,Shajapur,2026-01-01,239.17529296875,151.44791753722433,326.9026684002757,2025-12-01,224
Madhya Pradesh,Sheopur,2026-01-01,149.16796875,0.0,310.60232599784047,2025-12-01,163
Madhya Pradesh,Shivpuri,2026-01-01,335.517578125,157.8469735172342,513.1881827327658,2025-12-01,339
Madhya Pradesh,Sidhi,2026-01-01,170.40673828125,113.41593047174,227.39754609076,2025-12-01,158
Madhya Pradesh,Singrauli,2026-01-01,144.71044921875,78.56755997954342,210.85333845795657,2025-12-01,127
Madhya Pradesh,Tikamgarh,2026-01-01,218.0693359375,147.83278478831448,288.3058870866855,2025-12-01,206
Madhya Pradesh,Ujjain,2026-01-01,478.20556640625,302.58608478580186,653.8250480266981,2025-12-01,450
Madhya Pradesh,Umaria,2026-01-01,139.7119140625,35.50272552589489,243.9211025991051,2025-12-01,101
Madhya Pradesh,Vidisha,2026-01-01,243.5068359375,52.79715125899355,434.21652061600645,2025-12-01,227
Madhya Pradesh,West Nimar,2026-01-01,21.64599609375,10.612531851503071,32.67946033599693,2025-12-01,25
Maharashtra,Ahmadnagar,2026-01-01,293.466796875,186.863199269909,400.070394480091,2025-12-01,274
